Argument ID	Conclusion	Stance	Premise
A22331	Payday loans should be banned	against	given proper regulation, payday loans can offer a useful way for people to ease financial strain.
A22332	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms is antiquated.
A22340	Assisted suicide should be a criminal offence	against	there is no reason for dying people to suffer unnecessarily
A22341	Holocaust denial should be a criminal offence	in favor of	holocaust denial should be a criminal offence when a group or a person cause chaos where it cant lead up to murder so what better way is to make it as a criminal offence so no one dare to promote it
A22354	We should legalize prostitution	in favor of	Legalizing prostitution will help destigmatize sex in society more broadly and allow people to feel individually empowered.
A22358	We should ban algorithmic trading	against	people deserve to have the best trading options
A22367	We should prohibit flag burning	against	freedom of expression requires that it be allowed
A22377	We should ban factory farming	in favor of	factory farming takes away jobs from people who know no other work.
A22378	Surrogacy should be banned	in favor of	surrogacy contributes to emotional issues such as having to part with a child carried for nine months and then the possibility of post-partum depression enhanced with not having the child with them.
A22379	We should prohibit school prayer	against	thats what is wrong with the schools today, they took god out.
A22380	We should prohibit women in combat	in favor of	women should be prohibited in combat because i think they are better suited at home and in the community.
A22386	We should introduce compulsory voting	in favor of	Compulsory voting should be introduced to ensure that the results of elections are completely representative of the population.
A22397	We should ban whaling	against	so long as a limited number are harvested it is ok
A22401	Intelligence tests bring more harm than good	in favor of	a bad score in an intelligence test is a blow to people sense of worth, hurting not only their feeling's but also this society's development.
A22409	We should abolish safe spaces	against	safe spaces allow for those who are triggered to go somewhere to seek a space free of triggers
A22411	We should stop the development of autonomous cars	in favor of	autonomous cars could increase accidents
A22414	We should legalize cannabis	against	cannabis is a illegal drug for a reason, it is harmful dangerous drug that alters your mental capacity and should remain illegal.
A22417	We should legalize prostitution	against	someone could be swayed into the profession and eventually end up under the control of a manager or &quot;pimp&quot;.
A22425	We should legalize polygamy	in favor of	polygamy should be legalized as it should be up to individuals to decide how many people are in their relationship and not the state.
A22426	The vow of celibacy should be abandoned	against	they hold a very high title to which they agreed to be held by all rules.
A22428	We should stop the development of autonomous cars	in favor of	taxis are already available for people that want to be driven so autonomous cars aren't necessary.
A22433	We should adopt a multi-party system	against	a multi-party system makes it much more difficult to collaborate on ideas.
A22437	We should adopt an austerity regime	against	an austerity regime would cut down on social welfare and hurt those most in need.
A22445	We should ban whaling	against	Whaling is an important industry in some countries for their economical stability.
A22448	Blockade of the Gaza Strip should be ended	against	the blockade of the gaza strip  should not be ended as there is still no end to the violence in the region.
A22450	We should ban fast food	against	we should not ban fast food because they are part of the economy
A22455	The vow of celibacy should be abandoned	against	When someone becomes a nun or priest they should wholly devote themselves to God only.
A22459	We should cancel pride parades	in favor of	pride parades are offensive to a lot of people
A22471	We should ban cosmetic surgery	against	cosmetic surgery helps to reconstruct physical aspects such as a person who has had a mastectomy and wants  surgery to restore their breats.
A22474	We should end affirmative action	in favor of	affirmative action harms those who choose to work hard all their lives to achieve admission into the nation's greatest universities.
A22484	We should prohibit school prayer	in favor of	prayer should be not done in school, children are in school to learn
A22486	We should adopt gender-neutral language	in favor of	we should adopt gender-neutral language because gender-neutral language can improve women's status in society
A22487	We should ban telemarketing	against	no, it would eliminate way to many jobs.
A22489	We should end racial profiling	against	racial profiling can help make arrests by targeting groups who are known to bring crime
A22493	We should abolish zoos	in favor of	zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.
A22495	We should subsidize journalism	in favor of	i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.
A23003	We should adopt a multi-party system	against	they can lead to too much indecision
A23004	Intelligence tests bring more harm than good	against	Intelligence tests allow employers and schools to locate areas where test takers need to improve.
A23011	We should close Guantanamo Bay detention camp	in favor of	guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.
A23025	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because it discourages new ideas.
A23031	We should subsidize space exploration	in favor of	many of the technological advances brought about by space exploration have eventual benefits for society in general.
A23037	We should legalize cannabis	against	cannabis can lead to experimentation with more dangerous drugs.  legalizing it would make it easier for youth to acquire.
A23043	Assisted suicide should be a criminal offence	in favor of	assisted suicide should be a criminal offence because it would be very easy  to murder a vulnerable relative in order to get an inheritance.
A23054	We should end affirmative action	against	we shouldn't end affirmative action yet because it is still necessary to provide more opportunities to those that were not provided them over the last couple hundred years.
A23067	We should abolish the three-strikes laws	in favor of	three strikes laws lack nuance and fail to evaluate circumstances around crimes committed.
A23068	We should end the use of economic sanctions	in favor of	we should end the use of economic sanctions because they rarely achieve their desired aims while causing unitended harm to large number of people
A23076	We should adopt gender-neutral language	in favor of	we should adopt gender-neutral language because it will make communication easier between genders
A23091	We should fight urbanization	in favor of	urbanization creates overcrowding and pollution
A23094	Foster care brings more harm than good	in favor of	children generally do better when kept in their family home with apropriate help and support rather being placed in foster care
A23096	We should abandon the use of school uniform	in favor of	school unifoorm creates a sense of community and takes away some aspects that can lead to bullying
A23097	We should subsidize stay-at-home dads	in favor of	in the world where everybody seeking equality, can`t see why we should subsidize stay-at-home mothers and not subsidize stay-at-home dads?
A23099	We should abolish intellectual property rights	in favor of	intellectual property rights are unhelpful to companies who want to copy other people's ideas
A23100	We should ban whaling	in favor of	whaling has devastating effects on the entire ocean ecosystem.
A23108	We should abolish zoos	against	zoos help to protect endangered animals.
A23110	Blockade of the Gaza Strip should be ended	against	if the blockade ends there will be immense retaliation or war which can't be risked
A23113	We should ban human cloning	against	we should not ban human cloning because this will lessen our chances for finding cures to the some of the most deadly diseases such as cancer and dementia
A23117	We should legalize prostitution	against	prostitution is immoral and goes against all the values ​​of a decent society
A23120	Intelligence tests bring more harm than good	against	intelligence tests can determine which area an individual excels at so they can  take a path that will lead them to their greatest success
A23126	We should ban telemarketing	in favor of	telemarketing is harassment. people who did not consent to contact are bombarded by calls from strangers. it's long past time to do away with telemarketing.
A23133	We should abolish the Olympic Games	in favor of	the olympic games have become prohibitively expensive to host. it is not worth spending billions for an event that is two weeks long.
A23134	We should abolish capital punishment	against	capital punishment disincentives people to commit crimes
A23139	We should end racial profiling	in favor of	we should certainly end racial profiling because it is corrupt and immoral to target potential criminals based on their race or skin color. these practices have led to a disproportionate prison system
A23149	We should prohibit school prayer	against	school prayer should be viewed as espousing human ideals of love and tolerance, free from tethering to one particular religion, and is such is a valuable message to be promoting.
A23154	Social media brings more harm than good	in favor of	social media allows predators into your home and skews mindsets.
A23158	We should introduce compulsory voting	in favor of	voting is so important. voter turnout would be much higher if compulsory voting was introduced.
A23160	We should fight urbanization	in favor of	urbanization destroys the countryside and with it much natural beauty.
A23169	We should ban factory farming	against	we cannot ban things just because you don't like them. factory farms help get the most food per acre.
A23170	We should subsidize Wikipedia	in favor of	wikipedia is a valuable common resource that need  more money to work better
A23173	We should ban cosmetic surgery	in favor of	cosmetic surgery is a frivolous waste of resources and should be banned. it takes medical time away from those  in need. cosmetic surgery promotes vanity and self absorption.
A23177	We should ban the use of child actors	against	children should be allowed to work in performing arts or professional sports, a ban does not make sense, nothing bad is being done
A23180	Entrapment should be legalized	against	entrapment is wrong since a person is almost coerced into committing a crime. it's cruel and wrong to trick a person into committing a crime.
A23194	We should subsidize stay-at-home dads	against	it has been reported that many stay at home fathers succumb to depression.
A23198	We should subsidize journalism	against	unchecked journalism can lead to biases, paid content, and sow seeds of distrust in the media.
A23199	Entrapment should be legalized	against	entrapment should not be legalized because if you have to trap a person to catch them doing wrong, then the enforcement team is not doing a very good job as people are breaking the law constantly.
A23205	Surrogacy should be banned	in favor of	Surrogacy should be banned as there are many children and babies who need adopting and that would be a better way for childless couples to have families.
A23206	We should abolish capital punishment	against	Capital punishment incentivizes criminals to work with and confess to police as a means of potentially reducing their sentence and avoiding death, even if ti means life without parole.
A23214	We should abolish the Olympic Games	against	the olympics are a positive  athletic contest which builds pride in a country and promotes cooperation among all participating countries. they are a goodwill ambassador for the world and should remain.
A23218	We should ban the use of child actors	in favor of	we should ban the use of child actors because it strips them of childhood, let them be children and play and mess around
A23220	We should fight urbanization	against	urbanization allows people easier access to jobs, transportation and health care providers.
A23235	Foster care brings more harm than good	against	foster care can put in healthy homes children with problems
A23236	We should ban cosmetic surgery for minors	in favor of	minors don't have the forethought and capacity to make decisions about permanent procedures. they cant fully think through the consequences of plastic surgery. many may end up regretting it.
A23242	We should adopt a zero-tolerance policy in schools	in favor of	Zero-tolerance policy works- Think of schools three decades ago, when the policy was prevalent. As a result children were obedient and disciplined, as opposed to students' behaviour  today, using moderd soft approaches in schools.
A23246	We should limit executive compensation	in favor of	we should limit executive compensation because the money should be put to better use such as medical
A23255	We should end the use of economic sanctions	in favor of	economic sanctions are not effective.
A23258	We should abolish capital punishment	against	some crimes are so despicable that death is the only appropriate punishment
A23262	Payday loans should be banned	against	Many of the problems with payday loans would be eliminated if there was increased oversight to enforce regulations and proper business practices that are already codified.
A23263	We should abolish the Olympic Games	against	olympic games is one way to show unity
A23276	We should abandon marriage	against	Marriage is a way for a couple to deepen their bonds to each other.
A23279	We should adopt libertarianism	in favor of	We should adopt libertarianism because individuals know their own best interests better than any third party.
A23286	We should abandon the use of school uniform	against	we should not abandon the use of school uniforms because it helps to create a fair and even playing field between students who are rich and poor alike.
A23293	Entrapment should be legalized	in favor of	entrapment only entangles those that were looking to commit a crime and stops them before they do it
A23296	We should ban private military companies	in favor of	Private military companies should be banned as they are not obliged to follow the strict rules of engagement that the military must which results in abuse of civilians.
A23305	We should adopt an austerity regime	against	we should not  adopt an austerity regime because it will harm a good process.
A23311	We should subsidize embryonic stem cell research	against	the cells used in stem cell research come from the murdering, harvesting, and selling of babies, all of which are highly immoral.
A23313	We should end affirmative action	in favor of	yes, you should have to work your way to the top not have it handed to you.
A23320	We should abolish capital punishment	in favor of	the capital punishment is a setback of the current civilization
A23332	We should ban human cloning	in favor of	there has to be a limit on what science can ethically do and human cloning is a step too far and should be banned for fear of this science being missued.
A23336	We should cancel pride parades	against	pride parades are important demonstrations for equal rights
A23343	Surrogacy should be banned	in favor of	surrogacy can be used as a money making tool for the surrogate who may not be acting in the best intentions of the family who want the baby.
A23349	We should adopt gender-neutral language	in favor of	We should adopt gender-neutral language so we have a word to use instead of he/she, his/her, etc. for gender fluid people who he/she, his her, etc. aren't accurate.
A23350	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because it create more laws from the copyrights and keeping it protected
A23357	Entrapment should be legalized	in favor of	sometimes for human safety these animals need to be caught.
A23364	We should ban the use of child actors	against	i think the we shouldn't ban the use of child actors because is good for thier cultural formation
A23367	Foster care brings more harm than good	against	foster care is open to children who have been lacking love from their parents. they are nurtured and given love by people who have a lot to offer
A23369	We should prohibit school prayer	in favor of	school is for learning and teaching and anything else apart from that is just wrong.
A23372	We should prohibit women in combat	in favor of	women are smaller and more vulnerable in combat so should not be put there.
A23375	We should adopt gender-neutral language	against	there is no need for gender-neutral language. someone could be an actress or an actor and can identify as either without changing the language that we use.
A23382	We should subsidize Wikipedia	against	wikipedia makes enough money on it's own
A23383	We should ban the Church of Scientology	in favor of	the church of scientology indoctrinates people from an early age in a way that has lasting repercussions.
A23390	We should legalize prostitution	against	legalizing prostitution promotes the sex trafficking industry
A23391	We should ban cosmetic surgery	in favor of	a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery.
A23392	We should abolish the three-strikes laws	against	The three-strikes law gives victims peace of mind that the person who perpetuated a crime against them won't one day return and harm them again.
A23394	We should cancel pride parades	against	pride parades should be permitted because all people should be allowed to celebrate what they believe in.
A23401	We should subsidize journalism	in favor of	Journalism is a vital source of real information and news to make sure people are properly informed about the world so subsidizing it would help ensure that it continues without bias.
A23405	The use of public defenders should be mandatory	against	this takes away freedom of choice in terms of hiring a lawyer that suits your own needs.
A23416	We should adopt libertarianism	against	libertarianism runs roughshod over every collective and communal human right and entitlement.  privileged individuals prosper whilst the rest of society suffers. it should most definitely not be adopted
A23417	We should ban fast food	against	we should not ban a food simply because it is quick to buy! we can tax or ban the harmful components like saturated fat, and actually target the issue rather than indiscriminately target the convenience.
A23419	We should ban human cloning	in favor of	Cloning could lead to designer humans and we will lose the diversity of the human race
A23425	We should ban cosmetic surgery for minors	against	people should be free and open to make their own choices and if they should make any decisions that they later regret, then this will teach them important lessons for the rest of their life
A23431	We should subsidize Wikipedia	in favor of	wikipedia provides information that is free and easy to get on any subject
A23439	We should ban human cloning	against	human cloning can give us medical breakthroughs
A23440	We should adopt a zero-tolerance policy in schools	against	We should not adopt a zero-tolerance policy in schools- children need more tolerance in their lives in order to flourish, and creating a zero-tolerance policy will cause harm and suffering.
A23442	Intelligence tests bring more harm than good	in favor of	they can lead to a feeling of insecurity
A23445	We should ban the Church of Scientology	against	we should not ban scientology, the sensationalist stories have never been proven so we would be passing judgement before any wrongdoing is confirmed
A23451	We should adopt a multi-party system	against	a multi-party system could add more complexity and create situations where issues become impossible to resolve.
A23454	We should adopt an austerity regime	in favor of	an austerity regime helps to balance the nation's budget and reduce national debt.
A23467	Social media brings more harm than good	against	social media does not bring more harm than good because many people find it easier to talk to people on social media than they do in real life
A23468	We should adopt an austerity regime	against	juggling debt in never a good option compared to paying it off properly.
A23470	We should adopt a zero-tolerance policy in schools	in favor of	a zero tolerance policy will lead to safer schools by removing troublemakers immediately
A23474	The vow of celibacy should be abandoned	against	celibacy is a time honored tradition that allows priests to focus solely on their commitment to the church
A23475	We should abolish zoos	in favor of	they are places where the animals are mistreated nobody knows how much an animal suffers that is taken out of its habitat only for human entertainment
A23477	Intelligence tests bring more harm than good	against	intelligence test ensure people are competent.
A23488	We should abolish capital punishment	against	capital punishment is a strong disincentive against commuting crime
A23492	We should adopt libertarianism	in favor of	We should adopt libertarianism because it would lead to fewer international conflicts if states were weaker.
A23494	We should subsidize space exploration	in favor of	space exploration may be of tremendous benefit to mankind but isn't practical for private enterprise to fund because of the enormous costs involved
A23497	We should abandon marriage	in favor of	marriage is an out date institution, and promotes failure in the form of divorce, so we should abandon it.
A23500	We should ban human cloning	against	it would help in research for breakthroughs in health
A24024	We should fight urbanization	against	we should not fight urbanization as its a good thing for people, businesses and the environment.
A24026	The vow of celibacy should be abandoned	in favor of	the vow of celibacy is an outdated tradition that deters otherwise eligible men from priesthood
A24027	We should ban the Church of Scientology	against	people have the right to follow whatever religion they choose, even if they worship a science fiction novel.
A24029	We should ban telemarketing	in favor of	telemarketers  try to force a product or service without caring if you even need it
A24040	We should abolish the right to keep and bear arms	against	gun ownership is a personal right and a form of personal protection in an ever-increasingly hostile and dangerous world.
A24044	We should ban human cloning	against	human cloning could lead to scientific breakthroughs that could solve many of the world's problems.
A24049	We should ban algorithmic trading	in favor of	algorithmic trading has been reported as one of the main causes of the greatest fall in the dow in decades
A24053	We should ban the use of child actors	against	child actors don't miss out on school as they often have a tutor on the set
A24054	We should ban the Church of Scientology	against	freedom of religion should allow the church of scientology to keep operating
A24055	We should subsidize embryonic stem cell research	against	many citizens are morally opposed to using embryonic stem cells and using their tax dollars to fund it would be immoral.
A24057	Social media brings more harm than good	against	social media allows family members and friends to keep abreast of things that are going on in each other's lives.
A24058	We should end racial profiling	against	quite frankly, racial profiling helps catch criminals.
A24062	Assisted suicide should be a criminal offence	against	assisted suicide allows people who have terrible health conditions to die with dignity. if assisted suicide is a crime they may have to endure many more years living in agony.
A24063	We should limit executive compensation	against	there should not be a limit to executive compensation, they deserve to be compensated based on the profits of the company.
A24068	We should legalize cannabis	against	cannabis should be not be legalized because it is a mind-altering drug that has many negative side effects.
A24073	We should abolish capital punishment	in favor of	There have been and always will be cases of executions of innocent people
A24074	We should fight urbanization	against	we should not fight urbanization because it gives people jobs and places to live
A24078	We should prohibit flag burning	against	flag burning is only an expression of dissatiafaction
A24085	We should adopt a zero-tolerance policy in schools	in favor of	adopting a zero tolerance in schools will help reduce the amount of bullying that happens.
A24087	We should ban factory farming	in favor of	factory farming provides negative outcomes across several areas, the most important of which is personal livelihood, so it should be banned.
A24089	We should subsidize stay-at-home dads	against	it is not for the state to subsidize stay-at-home dads, they are a burden on society
A24100	We should subsidize Wikipedia	against	wikipedia is a private organisation,the government should not get involved.
A24104	We should abolish intellectual property rights	against	copyright laws protect artistic creations.
A24110	We should ban whaling	in favor of	whaling is contributing to the extinction of a lifeform and is unethical
A24114	We should ban cosmetic surgery	in favor of	there are so many bogus cosmetic surgery out there that it needs to be banned before we have a bunch of freaks walking the earth.
A24119	We should abandon the use of school uniform	against	uniform is important to give students a sense of school identity and to make all pupils equal, where there is no uniform it is easier for rich students to bully those who do not have the most expensive clothes.
A24123	We should legalize prostitution	against	We should not legalize prostitution because prostitution is coercive and given a free choice and maximum information, almost no rational person would become a prostitute.
A24124	Foster care brings more harm than good	in favor of	foster care is not good , because children are often bounced around from several different homes during their time in foster care & never become settled & stable
A24128	We should ban human cloning	in favor of	contamination can happen very easy, cloning a human with contaminated cells could lead to diseases with no cure being spread worldwide
A24130	We should end affirmative action	against	not all people have the same advantages coming in to life. affirmative action gives them a boost and allows them to better their lot
A24132	We should subsidize journalism	against	we should not subsidize journalism as they are private companies and can raise tons of money without our fear of bad reporting because their company would tank if they reported bad news.
A24135	Foster care brings more harm than good	against	orphanages cannot give kids the personal care that foster parents can.
A24142	We should legalize organ trade	in favor of	if organ trade was legal it would be easier for people to get the organs that they need.
A24151	Assisted suicide should be a criminal offence	in favor of	assisted suicide is too risky as someone may not be in the right frame of mind to decide if they really want to die. if you get it wrong then it could end up being murder.
A24153	Intelligence tests bring more harm than good	in favor of	iq tests can make people feel like a failure when they are actually smart.
A24156	Social media brings more harm than good	in favor of	social media helps to enable bullying.
A24173	We should cancel pride parades	in favor of	pride parades cause too many problems in the community.  they disrupt the peace and cause a lot of litter
A24184	Entrapment should be legalized	in favor of	where someone is known to have committed a crime but there is insufficient proof to get a conviction, entrapment can provide that proof.
A24189	Social media brings more harm than good	in favor of	social media often shows people at their best and looking their best, this can lead to feelings of inadequacy for those viewing.
A24200	We should introduce compulsory voting	against	compulsory voting shouldn't be introduced because it violates freedom of choice.
A24206	Foster care brings more harm than good	against	foster care ensures that children have a stable home which can not be given with their parents.
A24209	We should ban fast food	in favor of	fast food should be banned because it is nutritionally lacking in many essential nutrients, plus it provides substances that are totally unhealthy to the human diet, such as excess fat and sugar.
A24211	Blockade of the Gaza Strip should be ended	against	the blockade of the gaza strip is a reasonable response to the crimes committed by hamas members.
A24213	We should end racial profiling	against	racial profiling is  used to keep everyone safe.  if someone is not doing anything wrong, then racial profiling won't affect them.
A24215	We should limit executive compensation	against	High executive compensation is necessary to get the best executives for your company
A24225	Intelligence tests bring more harm than good	against	intelligence tests are essential because they ensure pupils receive the education that is right for them
A24227	We should subsidize Wikipedia	in favor of	this site has proven very popular and useful for those looking for information
A24228	Payday loans should be banned	against	Payday loans should not be banned because people have a right to enter into contracts
A24231	We should adopt a multi-party system	in favor of	a multi-party system would help create more options for voters.
A24234	We should fight urbanization	against	as the global population continues to grow, urbanization is required to ensure that there are enough houses and employment opportunities for society to function.
A24265	We should adopt a multi-party system	in favor of	a multi-party system allows for more unqualified people to get into the race
A24278	We should legalize cannabis	in favor of	legal marijuana can add millions of dollars in federal taxes paid by cannabis businesses
A24279	We should abandon the use of school uniform	against	school uniforms make sure that each student starts out in an equal environment.
A24288	We should fight for the abolition of nuclear weapons	in favor of	If nuclear weapons exist there will always be a risk of escalation to all out nuclear war which would literally destroy the world, so we must fight to abolish them.
A24289	We should prohibit school prayer	in favor of	prayer in schools should be prohibited, at least in public school as it is a violation of the separation of church and state.
A24290	We should ban factory farming	against	factory farming is necessary  and cannot be abandoned, because it's the way we will always produce things in agricolture
A24327	We should subsidize Wikipedia	in favor of	subsidization would improve the reach and dissemination of wikipedia's information, enabling translation into more marginal languages for example.
A24330	We should subsidize journalism	against	the is enough money in journalism already, and funds available through subsidies should be redirected towards more worthwhile causes such as healthcare.
A24332	Holocaust denial should be a criminal offence	against	you can not tell a person how they should or should not believe and making holocaust denial a criminal offense is an unnecessary intrusion.
A24344	We should prohibit women in combat	against	we should  not prohibit women in combat as women are as vital as men in this situation and can bring new skills and opinions in a war environment.
A24356	We should abandon marriage	against	being married motivates couples to work on their relationships rather than just abandon them when times are hard
A24357	We should ban telemarketing	against	With telemarketing, you get immediate feedback on your product or service.
A24364	We should end the use of economic sanctions	against	economic sanctions are an effective way to limit the ability of corrupt governments
A24372	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons are an  exhorbitantly costly defence strategy that will never be used, just a deterrant at a huge price.
A24378	We should end mandatory retirement	against	mandatory retirement allows for new people to saturate the workforce and the older generation to relax.  this is a good thing.
A24384	We should abolish safe spaces	against	Safe spaces give people the ability to process issues at their own pace without the added stress of judgement from others.
A24390	We should ban fast food	against	many brands are now offering healthier options such as salads & vegetarian foods, just because its called fast food doesn't mean its unhealthy
A24398	We should legalize prostitution	in favor of	women should have the right to decide what to do with their body and that should include being able to sell it.
A24403	We should end mandatory retirement	against	mandatory retirement makes sure that fresh ideas and fresh bodies keep flowing through business which is a good thing.
A24404	We should adopt an austerity regime	against	Adopting an austerity regime lowers people's confidence in the economy and discourages investment.
A24411	We should abolish the three-strikes laws	against	We should not abolish the three-strikes laws because they are popular with voters and it would be undemocratic to remove them.
A24412	We should legalize prostitution	in favor of	Prostitution is a legitimate choice, people should be free to do what they want with their bodies, criminalising it is a gross violation of the freedom of occupation.
A24415	We should introduce compulsory voting	in favor of	compulsory voting will ensure the proper result in an election.
A24418	We should prohibit flag burning	in favor of	flag burning insults our country and should be illegal
A24427	We should adopt a zero-tolerance policy in schools	in favor of	zero tolerance in schools to avoid further shootings and also to avoid cases of bullying
A24436	The vow of celibacy should be abandoned	in favor of	the vow of celibacy is no longer relevant in today's society and should be abandoned
A24437	We should end mandatory retirement	against	people working longer than they should prevents employers from hiring new people who might be more useful
A24441	We should prohibit school prayer	against	we should not ban school prayer because for those in a religious community, their religion and therefore prayer is central to their lives and should be included in every aspect of it.
A24444	We should introduce compulsory voting	in favor of	by introducing compulsory voting you will assure that each and every citizen's voice is heard.
A24447	We should stop the development of autonomous cars	in favor of	we should stop this development until we can be totally certain that the cars are safe.
A24452	The use of public defenders should be mandatory	in favor of	public defenders should be provided to all charged persons to ensure they receive representation and a fair trial.  all persons deserve qualified representation regardless of their ability to pay.
A24454	We should adopt libertarianism	in favor of	because it protects the rights of the individual to live as they see fit, it promotes acceptance of the rights of all individuals within society, creating a more inclusive society.
A24469	We should ban fast food	against	people should be able to assess the risks of eating fast food themselves
A24478	We should end the use of economic sanctions	in favor of	we should end it because it puts restrictions on countries and this way we can freely trade.
A24479	Surrogacy should be banned	against	couples have the right to explore options for starting a family, and if a third party is willing and able to consent surrogacy should be an option.
A24494	Payday loans should be banned	in favor of	payday loans take advantage of people in desperate financial situations, who aren't educated on finances, and often end up in a worse position because of the loan
A25002	Intelligence tests bring more harm than good	in favor of	measuring human intelligence based only on a standard iq test is highly deceptive
A25007	We should fight urbanization	against	urbanization is needed as populations continue to grow.
A25028	Entrapment should be legalized	against	entrapment can cause people to break the law that may not have if such a easy opportunity hadn't arisen.
A25031	Entrapment should be legalized	in favor of	entrapment should be legal if the perpetrator is wanted badly enough.
A25035	Entrapment should be legalized	in favor of	sometimes the only way to capture a criminal is to use entrapment as career criminals have learned ways to avoid legal prosecution.
A25039	We should abolish the Olympic Games	in favor of	the funding required to train athletes and host the games is a huge waste of public resources. this could be better spent on life saving and life changing services
A25040	We should ban human cloning	in favor of	by copying something you can not get a pure copy.  each copy that is made is worse then the other meaning that no one knows what can happen with cloning.
A25043	We should fight for the abolition of nuclear weapons	against	there is no way to achieve this. there is no guarantee that whichever country really got rid of their nuclear weapons and didn't just hide them. it's unrealistic and impossible to achieve.
A25055	We should subsidize stay-at-home dads	against	we shouldn't privilege fathers over mothers when it comes to staying at home with kids.
A25070	We should ban naturopathy	in favor of	naturopathy has no scientific basis. within the medical profession it is even viewed as harmful and pseudoscientific. those that practice naturopathy can be  perceived as quacks.
A25079	We should legalize organ trade	in favor of	Some people need organs, others have healthy organs that their bodies can function without; it is a win win situation to allow for organs to be sold.
A25086	We should prohibit school prayer	in favor of	in today society, which is multicultural and multi-faith, the school prayer is enforcing one ideology onto thos who may hold other backgrounds and religiions
A25100	We should close Guantanamo Bay detention camp	against	closing the camp would be to release numerous terrorists who could go on to kill countless innocent people. also, the camp can cause terrorists pause knowing they may get sent there if caught
A25115	We should abolish capital punishment	in favor of	there is no credible evidence that capital punishment acts as a deterrent
A25126	We should ban the Church of Scientology	in favor of	Church of Scientology is a brainwashing organization that has no substance and does no good for other people
A25128	We should legalize prostitution	against	We should not legalize prostitution as it will only lead to more people trafficking and underage people being lured into this kind of work as people seek to make more money .
A25151	We should adopt libertarianism	against	libertarianism sounds brilliant as a theory, but government and societies require rules and frameworks to function, and abolishing these would only lead to chaos.
A25161	We should ban naturopathy	against	naturopathy should never be banned.   people with cancer and other terminal illnesses are rarely cured and sometimes you have to try alternative ways which may in fact work.
A25162	We should end racial profiling	in favor of	racial profiling is inherantly racist so should be banned.
A25173	We should legalize polygamy	in favor of	we should legalize polygamy because it is taking place without being legalized.  it is part of some religions and should be legalized.
A25181	We should adopt libertarianism	against	we should not adopt libertarianism because the government would have too much control over people
A25186	Social media brings more harm than good	in favor of	social media has created an environment of monsters who hide behind computer screens.
A25199	We should ban cosmetic surgery for minors	in favor of	yes i think that we should ban cosmetic surgery for minors because in not fot them
A25202	Assisted suicide should be a criminal offence	in favor of	assisted suicide is murder of another and should be considered a criminal offence.
A25206	We should end racial profiling	in favor of	we should end racial profiling because it is immoral to target potential criminals based on racial stereotypes. we may prevent a very small amount of crime but it is unjust to do it in this way.
A25212	We should subsidize stay-at-home dads	in favor of	we should subsidize stay-at-home dads it allows the dad to spend more time with his kids
A25215	We should subsidize Wikipedia	against	we should not subsidize wikipedia because the government should spend the money for more useful things
A25222	We should ban factory farming	in favor of	this is a horrible way to treat animals. they should not be caged in tiny areas, unable to move. this is cruel.
A25230	We should ban cosmetic surgery for minors	in favor of	minors don't understand the implications of their choices
A25238	We should ban algorithmic trading	against	algorithmic trading enables trades to be made without spikes of emotion or rage on the part of the trader, therefore it can only be seen as positive.
A25243	We should stop the development of autonomous cars	in favor of	autonomous cars will always have the possibility to glitch out like any other computer, however in this instance the consequences are much more severe.
A25246	Holocaust denial should be a criminal offence	in favor of	to deny the holocaust allows for the increase of hate crimes and disregards the lives of so many who have been brutally murdered.
A25253	We should abolish safe spaces	against	mental health is important, now a days more than ever before with how society is. safe places are important to have available for a healthy mental status.
A25255	Foster care brings more harm than good	against	people who provide foster care do so because they want to provide a loving home for children
A25259	We should legalize organ trade	against	desperate people will resort to selling their organs not realizing they will need it when they get older
A25268	Social media brings more harm than good	in favor of	social media can be addicting and take people out of the moment and harm relationships with those that they are around in person. it can keep people from developing relationships in person.
A25271	We should adopt an austerity regime	in favor of	an austerity regime would stabilize our government
A25283	We should subsidize journalism	against	journalism is dead as many new outlets are heavily biased and strive for sensational news rather than accurate news
A25288	We should ban private military companies	against	private military companies rarely actually kill anyone or operate in the manner of the official military. they are used for protection without needing tax payer dollars.
A25292	We should adopt gender-neutral language	against	there's no need to adopt gender-neutral language for such a small group of people.  they can just deal with it.
A25296	We should adopt a zero-tolerance policy in schools	against	there should be some leeway for pupils otherwise they will have no grounding for future life if all they know is what they can't do and cannot question it.
A25300	We should abolish zoos	in favor of	we should abolish zoos because the animals are kept in such small enclosures and have hardly any room to move around
A25313	We should abolish the three-strikes laws	against	three-strike offenders are habitual criminals and should be treated as such
A25326	We should prohibit flag burning	in favor of	the flag is a sacred symbol of our nation and it would be sacrilege if we allowed flag burning.
A25334	We should ban factory farming	against	factory farming is an efficient way of providing affordable for for people. without it the price of meat will escalate and will be beyond the pocket of many people.
