Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A23242	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A23246	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A23255	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A23258	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23262	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
A23263	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A23276	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A23279	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23286	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A23293	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A23296	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
A23305	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
A23311	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23313	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A23320	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A23332	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
A23336	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A23343	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
A23349	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1
A23350	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23357	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23364	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
A23367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A23369	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
A23372	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A23375	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
A23382	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A23383	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A23390	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A23391	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
A23392	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A23394	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A23401	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A23405	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23416	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A23417	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
A23419	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
A23425	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
A23431	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A23439	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
A23440	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
A23442	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A23445	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1
A23451	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A23454	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0
A23467	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A23468	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1
A23470	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0
A23474	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
A23475	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
A23477	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23488	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23492	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A23494	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1
A23497	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A23500	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A24024	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0
A24026	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A24027	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A24029	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
A24040	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A24044	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A24049	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
A24053	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A24054	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
A24055	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
A24057	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A24058	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A24062	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0
A24063	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24068	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
A24073	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
A24074	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24078	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A24085	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24087	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A24089	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
A24100	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
A24114	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0
A24119	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A24123	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
A24124	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A24128	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0
A24130	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A24132	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
A24135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A24142	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A24151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
A24153	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A24156	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	0	1	0
A24173	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0
A24184	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A24189	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
A24200	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24206	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A24209	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A24211	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A24213	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A24215	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24225	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24227	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
A24228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A24234	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A24265	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
A24278	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A24279	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
A24288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A24289	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24290	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
A24327	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A24330	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24332	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A24344	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24356	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	1
A24357	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1
A24364	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A24372	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1
A24378	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A24384	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
A24390	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A24398	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A24403	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A24404	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A24411	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
A24412	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A24415	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A24418	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
A24427	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A24436	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A24437	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A24441	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0
A24444	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A24447	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
A24452	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
A24454	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
A24469	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A24478	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A24479	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A24494	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0
A25002	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
A25007	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A25028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A25031	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25035	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25039	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1
A25040	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25043	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A25055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A25070	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A25079	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A25086	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A25100	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25115	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
A25126	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
A25128	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25151	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A25161	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A25162	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A25173	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0
A25181	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25186	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
A25199	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A25202	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A25212	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0
A25215	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A25222	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
A25230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
A25238	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A25243	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
A25246	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
A25253	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A25259	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
A25268	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0
A25271	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A25283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A25288	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
A25292	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A25296	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
A25300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A25313	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A25326	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A25334	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A25344	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A25345	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0
A25353	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A25357	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A25360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A25364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
A25373	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1
A25374	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A25377	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A25379	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A25381	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A25386	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0
A25387	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0
A25391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A25395	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A25402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A25404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A25410	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A25416	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0
A25417	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
A25422	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A25424	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A25425	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0
A25435	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A25438	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A25440	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
A25443	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0
A25451	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A25454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A25458	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25460	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A25464	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A25473	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25482	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A25484	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A25495	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A05070	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A08015	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12079	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12203	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12350	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A12399	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12482	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A14004	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
A15018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A18193	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0
A18213	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A18228	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A18319	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A18338	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
A19087	1	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1
A19224	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0
A19360	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1
A19404	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A19477	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
A19479	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A20284	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A20295	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
A20315	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
A20339	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A21091	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0
A21232	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A22170	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
A22200	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0
A22395	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A22483	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
A23020	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A23302	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A23355	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A24161	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
A24208	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A24233	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A24272	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24440	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A24459	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A24495	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1
A25009	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A25013	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A25084	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A25095	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A25148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A25419	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A05047	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A06017	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A07006	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
A07039	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0
A07067	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1
A08010	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A09010	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	1
A09014	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0
A09034	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A09039	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0
A09077	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0
A09081	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A12001	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12040	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0
A12052	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12090	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A12108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
A12151	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12235	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1
A12285	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12331	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12339	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
A12342	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12373	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12401	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A14009	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A15012	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A17020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A18158	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A18186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A18209	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A18258	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A18342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
A18366	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
A18447	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
A18457	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A18495	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A19005	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0
A19012	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A19142	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0
A19175	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A19177	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0
A19237	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
